index,photo,Type,accommodations,Region,url,Name,Description,Street Address,City,Postal Code,Country,Telephone,Website,Google Maps URL,
101,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7774/300578531_515608527036185_4590313827924081139_n_CCAFD1EA-5056-A36A-083C0999B036C0D1-ccafd1065056a36_ccafd849-5056-a36a-088570b5a606c8d8.jpg?itok=IIvoPrwg,"Art Galleries, History Museums, Art Museums",,North,https://www.discoverpuertorico.com/profile/museo-de-arte-e-historia-oscar-colon-delgado/7774,Museo de Arte e Historia Oscar Colón Delgado,This small museum is located in the north region of Puerto Rico in the town of Hatillo. The museum has rotating exhibitions from local artists as well as a permanent collection related to the town's history.,Calle F D Roosevelt,Hatillo,659,USA,(787) 898-3840,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJF3JWUG_oAowRooXAcMEmO-w&query=18.4858653000,-66.8264565000",
102,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7775/Cuartel_de_Ballaja_Ballaja_Barracks.jpg-Museo-de-las-Americas-Museo-de-las-Americas-e6501f375056a36_e6502296-5056-a36a-08134259da09df18.jpg?itok=3r2nT-sr,"Archaeology Museums, Folklore & Indigenous Museums, History Museums",,Metro,https://www.discoverpuertorico.com/profile/museo-de-las-americas/7775,Museo de las Américas,"This museum offers three permanent collections as well as temporary exhibitions— all emphasizing the conservation and promotion of the cultural heritage of Puerto Rico and the Americas, with a firm commitment to the community. The museum's permanent exhibitions are Folk Arts in the Americas, Our African Heritage, and Conquest and Colonization. The Museo de las Américas is located inside the historic Cuartel de Ballajá, which in Spanish colonial times was used as the military's barracks.",Cuartel de Ballajá,San Juan,926,USA,(787) 724-5052,http://www.museolasamericas.org,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJdR3iJL9uA4wRkwh6Yd-6pFA&query=18.4677640000,-66.1197823000",
103,/themes/custom/discoverpr_v2_theme/images/placeholder-2.jpg,"Archaeology Museums, History Museums, Art Museums",,Metro,https://www.discoverpuertorico.com/profile/museo-de-historia-antropologia-y-arte-de-la-universidad-de-puerto-rico/7776,"Museo de Historia, Antropología y Arte de la Universidad de Puerto Rico","This is Puerto Rico's first and oldest museum and it is housed within the grounds of the University of Puerto Rico, Río Piedras campus. The building was designed by the prominent German architect, Henry Klumb. The museum's collection of Antillean archeology is one of the most complete in the Caribbean. The museum offers exhibitions, guided tours, art workshops, conferences, forums, and concerts.",Ave. Universidad,San Juan,931,USA,(787) 763-3939,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJe4lBmoNoA4wR4pAWEVrfr7A&query=18.4028091000,-66.0500407000",
104,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7777/Sala-de-Historia-Sergio-E.-Calzada-Rivera-24_206E8D46-5056-A36A-089CCDB83A4E0459-206e8bef5056a36_206e8d9a-5056-a36a-0889dc664f252424.jpg?itok=KhoAoFZ3,History Museums,,East,https://www.discoverpuertorico.com/profile/sala-de-historia-sergio-e-calzada-rivera/7777,Sala de Historia Sergio E. Calzada Rivera,"Located right next to Canóvanas's town hall, the Sala de Historia Sergio Calzada Rivera takes visitors on a journey through the town's history. The museum is open from Wednesday to Sunday from 9:00 AM to 5:30 PM, and entrance is $2.00 per visitor.",Cll Luis Hernáiz,Canóvanas,729,USA,(787) 957-1117,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ9ZmjA6thA4wRFTGejs2iYZM&query=18.3778317000,-65.9000542000",
105,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7778/191-3-11900_jpeg0-9e15d5035056a36_9e15d7a6-5056-a36a-0833a6410be7a4ff.jpg?itok=6Bto4PTd,"Art Galleries, History Museums",,East,https://www.discoverpuertorico.com/profile/museo-de-artes-populares-de-caguas/7778,Museo de Artes Populares de Caguas,"The Museo de Artes Populares de Caguas (Caguas Folk Art Museum) pays tribute to the Puerto Rican artisans and Creole hands that have created unique handmade products of practical use or aesthetic and artistic value. The museum has two main areas: the first hall contains a permanent collection of Puerto Rican master craftsmen, such as saint woodcarvers Zoilo Cajigas, Celestino Avilés, and Domingo Orta. The second hall exhibits a selective sample of eight miniature pieces by Caguas master artisan, Mr. Edwin Báez, as well as quarterly temporary exhibitions.",Cll. Ramón Emeterio Betances,Caguas,726,USA,(787) 258-3540,,"https://www.google.com/maps/search/?api=1&query_place_id=EiszNiBDYWxsZSBQYWRpYWwsIENhZ3VhcywgMDA3MjUsIFB1ZXJ0byBSaWNv&query=18.2343193000,-66.0359866000",
106,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7779/Museo-de-San-Juan-2_7D5D8DA3-5056-A36A-083843D1B0D30FA0-7d5d8bba5056a36_7d5d8e00-5056-a36a-08aea537440eaa17.jpg?itok=lSmd05Ls,"Art Galleries, Photo Spots / Viewpoints, History Museums",,Metro,https://www.discoverpuertorico.com/profile/museo-de-san-juan/7779,Museo de San Juan,"The Museo de San Juan is housed within the historical building that in the 19th century served as Old San Juan's main public market. In one wing of the museum, you'll find a permanent exhibition tied to Puerto Rico's history while the second wing is used for temporary exhibits.",150 Calle Norzagaray,San Juan,901,USA,(939) 454-2594,https://linktr.ee/museodesanjuan?fbclid=IwAR0Wvz5QsyVNLUvZvWOtLLuj49t65wJC5G3x_vpgzRbnmUgo-zE2fL20Mbs,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJNcsKkMBuA4wRbo3gvM4rNkc&query=18.4680225000,-66.1174902000",
107,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7780/Galeria-Botello-1_7D1342CC-5056-A36A-08BEE2A5C69ED788-7d1340905056a36_7d134336-5056-a36a-0858ffde36b7c3c4.jpg?itok=1J3dA0K-,Art Galleries,,Metro,https://www.discoverpuertorico.com/profile/galeria-botello/7780,Galería Botello,"Located in a 350 year old Spanish building in Old San Juan. Galería Botello showcases some of the finest internationally recognized artists. The gallery features paintings, sculptures, ceramics and noteworthy collections of rare, antique carved santos. Angel Botello’s bronze sculptures, oils, lithographs and linocuts highlighted as well as the works.",208 Cll. del Cristo,San Juan,901,USA,(787) 723-9987,http://www.botello.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJv66hnbhuA4wRIY67cJ-j2Gg&query=18.4647206000,-66.1179128000",
108,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7781/Petrus-2_595F2BB4-5056-A36A-08CAEDBB62FFC17F-595f2a635056a36_595f2c12-5056-a36a-0895eb93a107696d.jpg?itok=WPLOBmgU,Art Galleries,,Metro,https://www.discoverpuertorico.com/profile/galeria-petrus/7781,Galería Petrus,"Galería Petrus has a vast array of works of contemporary art by Puerto Rican artists. The works of art at the gallery include paintings, sculptures, photography, and several other mediums. Petrus' mission is to create curatorial projects of great magnitude to contextualize the history of Puerto Rican art.",726 Calle Hoare,San Juan,907,USA,(787) 289- 0505,http://www.petrusgallery.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ4TrWtzFvA4wRCFxVRtuEpqQ&query=18.4497194000,-66.0820014000",
109,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7782/191-3-7076_jpeg0-bfba78cf5056a36_bfba7c19-5056-a36a-08da5e077355ad14.jpg?itok=iwNFE4Sh,Art Galleries,,East,https://www.discoverpuertorico.com/profile/estudio-de-arte-samuel-lind/7782,Estudio de Arte Samuel Lind,A humble host and an impressive exposition of culture and art is what you will find in Samuel Lind Studio. The art studio of the well know Puerto Rican artist Samuel Lind is a beautiful experience for those who love the arts and are thrilled to experience culture through art.,"Carr. 187, Km. 6.6",Loíza,772,USA,(787) 876-1494,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ9UKz4--dBIwRLJjUG9hEufY&query=18.4265786000,-65.8469127000",
110,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7783/Angel-Lito-Pe-a-Art-Center-Humacao-3_713588D8-5056-A36A-08B0F3D5241844F0-713587845056a36_7135894c-5056-a36a-0884bb2e45d85a83.jpg?itok=RdEyQVzK,"Art Galleries, History Museums",,East,https://www.discoverpuertorico.com/profile/angel-lito-pena-art-center/7783,Ángel Lito Peña Art Center,"Humacao's art center is named after the famous orchestra musician Ángel ""Lito"" Peña. The art center is used for various conferences and other art-related events.",Cll. Antonio Lopez,Humacao,791,USA,(787) 285-3550,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJl4HDZNmnBIwRUkDZLc-Cyek&query=18.1488260000,-65.8245690000",
111,/themes/custom/discoverpr_v2_theme/images/placeholder-1.jpg,"Art Galleries, History Museums",,Metro,https://www.discoverpuertorico.com/profile/galeria-guatibiri/7784,Galería Guatibiri,"For more than 40 years the Galería Guatibiri in Río Piedras has served as one of San Juan's main cultural platforms. In addition, to the exhibits of local works of art, the gallery also offers custom-made framing.",1003 Calle González,San Juan,925,USA,(787) 372-7457,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ3z2xsYZoA4wR63kv_RK8MNY&query=18.4014228000,-66.0528282000",
112,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7786/acct_name_29033_1_e58c6e85-5056-a36a-08b7a64d47beb3a6.jpg?itok=TpEFnAmJ,Art Museums,,Metro,https://www.discoverpuertorico.com/profile/museo-de-arte-de-bayamon/7786,Museo De Arte De Bayamón,The Museo de Arte de Bayamón is located inside of Bayamón's Parque de las Ciencias— an educational and recreational park dedicated to the sciences and arts. The museum has a permanent exhibition and a rotating temporary exhibit.,Parque de Las Ciencias Luis A. Ferré,Bayamón,961,USA,(787) 740-6868,http://www.museodeartedebayamon.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJtw5bkDpqA4wRa1qky2rcFow&query=18.4117445000,-66.1600941000",
113,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7787/museo-de-artes-de-caguas2_C18C17C6-5056-A36A-08B8CED1CAC5BBE2-c18c16e75056a36_c18c1837-5056-a36a-08807623b5cba039.jpg?itok=n4Y59pmH,Art Museums,,East,https://www.discoverpuertorico.com/profile/museo-de-arte-de-caguas/7787,Museo de Arte de Caguas,"El Museo de Arte de Caguas (MUAC) es un programa de promoción de todas las disciplinas de las artes visuales, dentro del Departamento de Desarrollo Cultural del Municipio Autónomo de Caguas. Expone y promueve la producción de las artes plásticas en su sala de exposición permanente Carlos Osorio y a través de exposiciones temporeras que contribuyan a la promoción del aprecio por el conocimiento artístico y ofrece servicios educativos que aporten al desarrollo integral de nuestra sociedad.",Cll. Luis Padial Esq. Segundo Ruiz Belvis,Caguas,725,USA,(787) 653-8833,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ7b_Q5DBbA4wRdrbORUaA7WI&query=18.2943780000,-66.0344581000",
114,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7788/104262963_3234654696760527_284372702673152208_n_8ECF6D31-5056-A36A-08EA9AAF0D15E50E-8ecf6c765056a36_8ecf6d90-5056-a36a-0874db42d25f72e7.jpg?itok=Zs_nIvUK,Art Museums,,Central Mountains,https://www.discoverpuertorico.com/profile/museo-dr-pio-lopez-martinez/7788,Museo Dr. Pío López Martínez,"The Museo Dr. Pío López Martínez is located within the University of Puerto Rico's Cayey campus. The museum's main exhibition, La Casa Frade, aims to conserve the legacy of Puerto Rican artist Ramón Frede. The museum has two other exhibition rooms, one dedicated to Puerto Rico's long tradition of graphic arts and a third one for rotating exhibitions.",Calle Antonio R. Barceló,Cayey,736,USA,(787) 738-2161,https://www.facebook.com/cayey.ciudadverde/?locale=es_LA,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ3-IHNEJJA4wRM5dXRnUeWY8&query=18.1176554000,-66.1616042000",
115,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7791/191-3-8420_jpeg-1--779350f75056a36_779352b4-5056-a36a-08488494d4cd334c.jpg?itok=7I-MOEVV,"Art Galleries, History Museums, Art Museums",,Metro,https://www.discoverpuertorico.com/profile/museo-de-arte-francisco-oller/7791,Museo de Arte Francisco Oller,"The Francisco Oller Art Museum was created to preserve the important legacy of one of Puerto Rico's most celebrated artists— Francisco Oller. The museum aims to honor his contributions to the island's cultural and artistic heritage, while also conserving his legacy for the enjoyment of future generations.",13 Cll. Degetau,Bayamón,961,USA,(787) 785-6010,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJV4BaUDBqA4wR00ipwhSJLm0&query=18.4014539000,-66.1558055000",
116,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7792/acct_name_29039_1_e55cb1d5-5056-a36a-08d22305669dea4f.jpg?itok=LcV4UOEq,Murals,,West,https://www.discoverpuertorico.com/profile/macro-mural-brisa-tropical/7792,Macro Mural Brisa Tropical,"Brisa Tropical is a macro mural in Yauco. Under the direction of architect Samuel González, neighbors of the La Cantera community transformed their neighborhood and turned it into a giant canvas. The residents themselves painted 19 houses, several stairs, and a square with different colors to turn them into a colorful work of art.",11-19 Calle De La Cruz,Yauco,698,USA,(777) 777-7777,,"https://www.google.com/maps/search/?api=1&query=18.0377231000,-66.8478431000",
117,/themes/custom/discoverpr_v2_theme/images/placeholder-1.jpg,"Theaters, Theater / Show Venues, No Accommodation on Site",,Metro,https://www.discoverpuertorico.com/profile/teatro-victoria-espinosa/7793,Teatro Victoria Espinosa,"This theater is named after Victoria Espinosa, a well-known Puerto Rican professor of theater at the University of Puerto Rico. This performance art theater presents high-quality plays, fused with some cultural and historic Puerto Rican inspirations. Check their listings for artistic events that will interest you!",PR-25,San Juan,906,USA,(787) 217-9824,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ51ASGUtvA4wR04a-re6YURk&query=18.4569168000,-66.0855790000",
118,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7795/191-3-15550_jpeg0-59f280b35056a36_59f28463-5056-a36a-08bbdd5de0fc41fb.jpg?itok=adeYhhwl,"Made in Puerto Rico, Specialty Shops",,East,https://www.discoverpuertorico.com/profile/artesanias-castor-ayala/7795,Artesanías Castor Ayala,"This small artisan shop is located in the grounds of the Ayala Brother's Batey in the town of Loíza. The shop specializes in traditional ""vejigante"" masks as well as other unique finds.",PR-187 Km. 23,Loíza,772,USA,(787) 564-6403,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJMfyH---dBIwRdLjPwZco3O4&query=18.4238523000,-65.8403878000",
119,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7796/DJI_0662.00_01_04_11.Still005_288625C8-5056-A36A-08D7CCBCDE4363A0-28861ca05056a36_28862ca8-5056-a36a-0869a8719942cb61.jpg?itok=5jUCZdNB,"Theaters, Theater / Show Venues, No Accommodation on Site",,North,https://www.discoverpuertorico.com/profile/teatro-ernesto-ramos-antonini/7796,Teatro Ernesto Ramos Antonini,The Ernesto Ramoos Antonini Theater is located in the town of Barceloneta and it's used for theater functions as well as private events., PR-681,Barceloneta,617,USA,(787) 846-3400,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJHVdEZCEfA4wRgjwGfiCrhAU&query=18.4501790000,-66.5379580000",
120,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7799/191-3-8893_jpeg0-716f14e55056a36_716f1806-5056-a36a-081923bf71f10d35.jpg?itok=p9cQg8iz,"Amusement Parks, Water Parks",,South,https://www.discoverpuertorico.com/profile/olimpia-water-park/7799,Olimpia Water Park,"Olimpia Water Park is located at the Albergue Olímpico of Puerto Rico, and it's the perfect place for a family day of fun. Buy your Olimpia Passport and enjoy the rock climbing park Piedra Chiquita (from 9 am to 4 pm), the mini-golf course, the water parks of Villa Enchumba, Jungla Chica, and Vendaval. Your pass also includes access to the Ola Marina water park complex, which has stations like El Yunque, Toro Negro, and Isla Chiquitines.",PR-712 K.M. 0.3,Salinas,751,USA,(787) 824-2200,http://albergueolimpico.com/en/tag/olimpia-water-park/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJGdPXr6dKA4wRyLXtN6yhbwc&query=18.0360300000,-66.2369440000",
121,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7801/Caribbean-Cinemas---Ponce-Towne-Center-1_E1AFE4F9-5056-A36A-084F6608FCC21257-e1afe4365056a36_e1afe560-5056-a36a-08b3c4f2237bc256.jpg?itok=5XVVyp7p,Movie Theaters / Cinemas,,West,https://www.discoverpuertorico.com/profile/caribbean-cinemas-aguadilla/7801,Caribbean Cinemas - Aguadilla,Located in Aguadilla Mall. Enjoy some family-oriented entertainment and catch new releases on the big screen. Feeling hungry? Enjoy a variety of theater snacks from the concession stands.,Carr. 2 Km. 126.5,Aguadilla,603,USA,(787) 891-4405,http://caribbeancinemas.com/theater/aguadilla/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ0ZxutYy8AowRCyxkvdHzNvk&query=18.4257212000,-67.1508997000",
122,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7802/Caribbean-Cinemas---Ponce-Towne-Center-1_E1BCE828-5056-A36A-08DD2DC56F551C81-e1bce7265056a36_e1bce8a2-5056-a36a-086bc3a3d57b592d.jpg?itok=Lq9b6zRR,Movie Theaters / Cinemas,,North,https://www.discoverpuertorico.com/profile/caribbean-cinemas-arecibo/7802,Caribbean Cinemas - Arecibo,Enjoy some family-oriented entertainment and catch new releases on the big screen. Feeling hungry? Enjoy a variety of theater snacks from the concession stands. Celebrate your birthday or special event in their event halls.,Ave. Miramar,Arecibo,612,USA,(787) 880-7979,http://www.caribbeancinemas.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ35s6SKjnAowRltjRjtV9LVQ&query=18.4775050000,-66.7598860000",
123,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7803/Caribbean-Cinemas---Ponce-Towne-Center-1_E1C2893E-5056-A36A-085E13E838DBDE3F-e1c288965056a36_e1c2899c-5056-a36a-08c95de8b8284649.jpg?itok=wkUZWBts,Movie Theaters / Cinemas,,North,https://www.discoverpuertorico.com/profile/caribbean-cinemas-barceloneta/7803,Caribbean Cinemas - Barceloneta,"Located in Puerto Rico's Premium Outlets in Barceloneta. Enjoy family-oriented entertainment and catch new releases on the big screen. Enjoy a variety of cinematic experiences like 3D movies, rooms with enhanced audio effects or birthday and event rooms.",Prime Outlets,Barceloneta,617,USA,(787) 846-5052,https://caribbeancinemas.com/theater/barceloneta/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJsdArp0AfA4wRa-OAHip0fro&query=18.4356988000,-66.5414721000",
124,/themes/custom/discoverpr_v2_theme/images/placeholder-1.jpg,Movie Theaters / Cinemas,,Metro,https://www.discoverpuertorico.com/profile/caribbean-cinemas-fine-arts-miramar/7804,Caribbean Cinemas - Fine Arts Miramar,"Fans of great cinema can enjoy the latest releases of independent and foreign films at Fine Arts. Enjoy an indulgent, guest-focused cinematic experience with the comfort of spacious seating and relaxed ambiance. The cinema offers a variety of food and wines in their lounge. Located just five minutes away from the Convention District.",Fine Arts Cinema Café,San Juan,907,USA,(787) 721-4288,https://caribbeancinemas.com/theater/fine-arts-miramar/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJWyzRhS9vA4wRoeLRwWL9Uo8&query=18.4560100000,-66.0845040000",
125,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7805/Caribbean-Cinemas---Ponce-Towne-Center-1_E1DAD5C0-5056-A36A-08AC708434FB8B36-e1dad4bf5056a36_e1dad62d-5056-a36a-083aed6212405349.jpg?itok=tKaUV81P,Movie Theaters / Cinemas,,East,https://www.discoverpuertorico.com/profile/caribbean-cinemas-las-piedras/7805,Caribbean Cinemas - Las Piedras,The Caribbean Cinemas movie theater located in Olympic Plaza Shopping Mall. Enjoy family-oriented entertainment and catch new releases on the big screen. Elevate your cinematic experience by celebrating your birthday or special event in their party rooms.,Olympic Plaza,Las Piedras,771,USA,(787) 733-0909,https://caribbeancinemas.com/theater/las-piedras/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJYZmdPFtYA4wRK5IdNj1Z1sg&query=18.1872970000,-65.8879132000",
126,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7806/Caribbean-Cinemas---Ponce-Towne-Center-1_E1DFAC41-5056-A36A-08928831A8A2A105-e1dfab105056a36_e1dfac9a-5056-a36a-082cb1ca3607d926.jpg?itok=8LTJOcK8,Movie Theaters / Cinemas,,Metro,https://www.discoverpuertorico.com/profile/caribbean-cinemas-montehiedra/7806,Caribbean Cinemas - Montehiedra,"The Caribbean Cinemas movie theater that will transport you deep into movie-land with the most advanced sound and vision technologies in cinema. An adventure designed to elevate your movie-viewing experience. Enjoy a variety of cinematic experiences like 4K technology projection cinema rooms, 3D movies and party rooms.",Montehiedra Town Center,San Juan,926,USA,(787) 287-6420,https://caribbeancinemas.com/theater/montehiedra/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJk9b3K7xCA4wREnE8sJvVk-k&query=18.3397003000,-66.0678486000",
127,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7807/Caribbean-Cinemas---Ponce-Towne-Center-1_E1E6E263-5056-A36A-0859EE10EB10C9A8-e1e6e0fa5056a36_e1e6e2c2-5056-a36a-0802d0644c049fa5.jpg?itok=IIhd5_Z7,Movie Theaters / Cinemas,,Central Mountains,https://www.discoverpuertorico.com/profile/caribbean-cinemas-plaza-cayey/7807,Caribbean Cinemas - Plaza Cayey,The Caribbean Cinemas movie theater located in Plaza Cayey Shopping Center. Enjoy family-oriented entertainment and catch new releases on the big screen.,Plaza Cayey Shopping Center,Cayey,736,USA,(787) 738-0333,https://caribbeancinemas.com/theater/plaza-cayey/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ1dgY3c5OA4wRb1t6AVpN47M&query=18.1254817000,-66.1350079000",
128,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7808/Caribbean-Cinemas---Plaza-del-Caribe-3_E1815E5C-5056-A36A-08F7C0FDE2589C8B-e1815d315056a36_e1815ec8-5056-a36a-08612868c2edc5da.jpg?itok=1afRZdjd,Movie Theaters / Cinemas,,South,https://www.discoverpuertorico.com/profile/caribbean-cinemas-plaza-del-caribe/7808,Caribbean Cinemas - Plaza del Caribe,The Caribbean Cinemas movie theater located in Plaza del Caribe. Enjoy family-oriented entertainment and catch new releases on the big screen or celebrate your special event in one of their party rooms.,Plaza del Caribe,Ponce,731,USA,(787) 841-6666,https://caribbeancinemas.com/theater/plaza-del-caribe/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ4eE6SvrVHIwRAOOQG28elsg&query=17.9893038000,-66.6111347000",
129,/themes/custom/discoverpr_v2_theme/images/placeholder-4.jpg,Movie Theaters / Cinemas,,North,https://www.discoverpuertorico.com/profile/caribbean-cinemas-plaza-del-norte/7809,Caribbean Cinemas - Plaza del Norte,The Caribbean Cinemas movie theater located in Plaza del Norte Shopping Center. Enjoy family-oriented entertainment and catch new releases on the big screen.,Plaza del Norte Shopping Center,Hatillo,659,USA,(787) 815-4577,http://caribbeancinemas.com/theater/plaza-del-norte/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJK5bx8a_nAowRVJe3BzwJZFU&query=18.4813000000,-66.7695750000",
130,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7810/Caribbean-Cinemas---Ponce-Towne-Center-2_E18A6DCE-5056-A36A-08D2894000B7B01E-e18a6cef5056a36_e18a6e2b-5056-a36a-083fb09febd30e6e.jpg?itok=9qItIVDk,Movie Theaters / Cinemas,,South,https://www.discoverpuertorico.com/profile/caribbean-cinemas-ponce-towne-center/7810,Caribbean Cinemas - Ponce Towne Center,The Caribbean Cinemas movie theater located in Ponce Towne Center. Enjoy family-oriented entertainment and catch new releases on the big screen. Elevate your cinematic experience by celebrating your birthday or special event in their party rooms.,Ponce Towne Center,Ponce,730,USA,(787) 843-2601,https://caribbeancinemas.com/theater/ponce-towne/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJYX3UpRcqHYwRhZeNkA-Efog&query=18.0430070000,-66.5767634000",
131,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7811/Caribbean-Cinemas---Ponce-Towne-Center-1_6BA06DD2-5056-A36A-0827DB74D4A6AE16-6ba06cde5056a36_6ba06e58-5056-a36a-08ba3b7efea15f5d.jpg?itok=uYDgjTQf,Movie Theaters / Cinemas,,East,https://www.discoverpuertorico.com/profile/caribbean-cinemas-outlet-66/7811,Caribbean Cinemas - The Outlet 66,Conveniently located in The Outlet 66 Mall. Enjoy family-oriented entertainment and catch new releases on the big screen. Elevate your cinematic experiences by celebrating your birthday or special event in their party rooms.,The Route 66,Canóvanas,729,USA,(787) 256-7505,https://caribbeancinemas.com/theater/belz-outlet/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJC7IS0UpgA4wRVdCImNt78Xo&query=18.3756466000,-65.8830461000",
132,/themes/custom/discoverpr_v2_theme/images/placeholder-2.jpg,Movie Theaters / Cinemas,,North,https://www.discoverpuertorico.com/profile/caribbean-cinemas-vega-alta/7812,Caribbean Cinemas - Vega Alta,Located in Centro Gran Caribe mall. Enjoy family-oriented entertainment and catch new releases on the big screen.,The Gallery at Caribe,Vega Alta,692,USA,(787) 883-2720,https://caribbeancinemas.com/theater/vega-alta/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJG9qIFd0VA4wRRqWxLj2GDWs&query=18.4133172000,-66.3197712000",
133,/themes/custom/discoverpr_v2_theme/images/placeholder-4.jpg,"Malls, Theaters, Movie Theaters / Cinemas",,Metro,https://www.discoverpuertorico.com/profile/caribbean-cinemas-plaza-las-americas/7814,Caribbean Cinemas - Plaza Las Américas,"Located on Plaza Las Americas second level; San Juan's principal shopping center. Enjoy a variety of cinematic experiences, like 3D movies, rooms with enhanced audio visual projection, party rooms or traditional cinema rooms.",Plaza Las Américas Shopping Center,San Juan,918,USA,(787) 767-4775,https://caribbeancinemas.com/theater/plaza-las-americas/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJBwV9YOpoA4wRcLe2HcppTOU&query=18.4215524000,-66.0738383000",
134,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/7815/Caribbean-Cinemas---Ponce-Towne-Center-1_E1C8C993-5056-A36A-083633F51BD562FA-e1c8c8f25056a36_e1c8c9ec-5056-a36a-08e931e6e78c6f4e.jpg?itok=gtNqZHUs,"Theaters, Movie Theaters / Cinemas",,North,https://www.discoverpuertorico.com/profile/caribbean-cinemas-dorado/7815,Caribbean Cinemas - Dorado,Enjoy family-oriented entertainment and catch new releases on the big screen. Located in Paseo del Plata Shopping Center. Elevate your cinematic experience by celebrating your birthday or special event in their event halls.,Ave. José Efrón,Dorado,646,USA,(787) 796-1877,http://caribbeancinemas.com/theater/dorado/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJB4LMIIgUA4wRLseo1h1Dbh4&query=18.4585630000,-66.2831290000",
